gene_id,nickname,accession,source,substrate,timepoint_hours,average_intensity,stddev_intensity,sample_count
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET12.5,8,-0.0006960784667171538,0.009678429224921476,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET12.5,24,-0.003838237124909938,0.003602077547503956,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET12.5,48,-0.001450980082154274,0.019560986278127652,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET12.5,72,-0.002024509727561963,0.0014737314848836062,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET12.5,96,-0.014757352939341217,0.006624259112904084,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET12.5,120,-0.00727451013517566,0.004516497446959979,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET25,8,0.010828431288246065,0.005169949271938184,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET25,24,-0.005352941225282848,0.007071075649403622,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET25,48,-0.006495098059531301,0.002271604371525797,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET25,72,-0.010279411828378215,0.008115209523347785,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET25,96,-0.01606372563401237,0.01228788050783103,8
LG00028,DiligentManager,ERR2900754_66884,Logan 1.0,BHET25,120,-0.020480392267927527,0.012653830006534144,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET12.5,8,0.0026323527708882466,0.005959030955491979,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET12.5,24,-0.004916668586702144,0.0034511641303242376,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET12.5,48,-0.0010686272289603949,0.01855307321004491,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET12.5,72,-0.002250000105050276,0.0015342075465452022,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET12.5,96,-0.01087254886442679,0.010993603957289386,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET12.5,120,-0.005901960656046867,0.0027663044658187996,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET25,8,0.013014706084504724,0.006290951483661614,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET25,24,-0.004580882407026365,0.011167149079104686,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET25,48,-0.006897058512549847,0.0015011301170446887,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET25,72,-0.011985293869656743,0.013677803122708368,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET25,96,-0.013529411691706628,0.006399936803631174,8
LG00029,DualCourage,ERR3305565_5448,Logan 1.0,BHET25,120,-0.01706372562330216,0.009397992718587208,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET12.5,8,0.0025857841392280534,0.0058392486073910324,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET12.5,24,-0.0009411764913238585,0.006927473806478543,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET12.5,48,0.0028382352320477366,0.01745038192937226,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET12.5,72,0.0033921569993253797,0.0077020364347487255,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET12.5,96,-0.004352941177785397,0.020468548819503544,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET12.5,120,-0.0013970588915981352,0.001810357434378368,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET25,8,0.01378431380726397,0.006281439001499536,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET25,24,0.0008553920779377222,0.01592903872772969,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET25,48,-0.0034019607774098404,0.006189257855558985,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET25,72,-0.0034558826591819525,0.025999864224723297,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET25,96,-0.002931372568127699,0.015464549778763145,8
LG00030,ElderlyConversation,ERR3566182_370096,Logan 1.0,BHET25,120,-0.01222303968097549,0.007550499853426232,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET12.5,8,0.0036274508893257007,0.0036027853224873596,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET12.5,24,-0.0039019608157104813,0.0030123598799270453,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET12.5,48,0.001499999430961907,0.01876475118378236,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET12.5,72,0.0007941215280879987,0.005304905871396923,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET12.5,96,-0.005691176396794617,0.018469457422550732,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET12.5,120,-0.00033333316969219595,0.006652745400458957,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET25,8,0.013196078594774008,0.0065522226106191185,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET25,24,-0.005666666547767818,0.01476371073912143,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET25,48,-0.007754901875159703,0.005747196126477518,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET25,72,-0.014098039144300856,0.02059216711563421,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET25,96,-0.017828431562520564,0.007584067026048393,8
LG00031,ImmenseDesigner,ERR3588746_23368,Logan 1.0,BHET25,120,-0.020612745138350874,0.010659763215479257,8
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET12.5,8,0.012590686361363623,0.010798621510049181,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET12.5,24,0.022449755124398507,0.021434340847803914,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET12.5,48,0.024854166549630463,0.031690243636675754,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET12.5,72,0.039560049190185964,0.06420952641601517,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET12.5,96,0.05685784276283812,0.055423046990410056,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET12.5,120,0.05412254942348227,0.051234978024698424,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET25,8,0.029490196058759466,0.011601073272553594,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET25,24,0.037066176533699036,0.04342990312513856,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET25,48,0.040681372687686235,0.05895684409249222,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET25,72,0.04099999915342778,0.07408792003974303,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET25,96,0.04623529425043671,0.06015116222884561,16
LG00032,DeepKnowledge,ERR3697023_14244245,Logan 1.0,BHET25,120,0.05817524588201195,0.06349772664670317,16
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET12.5,8,0.013745098025538027,0.0013362959011657828,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET12.5,24,0.0060539215337485075,0.0016600709271553462,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET12.5,48,0.009453431121073663,0.022267625270689144,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET12.5,72,0.009512254924629815,0.005911128938230542,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET12.5,96,0.0048627451178617775,0.01277901533260989,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET12.5,120,0.014044117589946836,0.010992798979337835,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET25,8,0.03188480366952717,0.0069358443209519985,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET25,24,0.016063725342974067,0.008377954346331743,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET25,48,0.012401960673741996,0.0028061045882081057,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET25,72,0.012730392045341432,0.007995575961114545,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET25,96,0.021147058461792767,0.030828908001155328,8
LG00033,PersonalEntrance,ERR3943994_542949,Logan 1.0,BHET25,120,0.0304313728120178,0.03522083301070193,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET12.5,8,-0.0032843136286828667,0.007128037639340395,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET12.5,24,-0.008107843197649345,0.0045197431428524,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET12.5,48,-0.0035931371385231614,0.019214450772075897,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET12.5,72,-0.013995097950100899,0.001418972738742709,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET12.5,96,-0.023215685912873596,0.012766170680668099,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET12.5,120,-0.015352941118180752,0.002713139003764478,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET25,8,0.00813480389479082,0.006278162583065971,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET25,24,-0.012632353011213127,0.014368552285853783,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET25,48,-0.016151961288414896,0.004802346768818829,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET25,72,-0.025799019262194633,0.016465991217231028,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET25,96,-0.036161764059215784,0.0029931500473129734,8
LG00034,AuthenticBoat,ERR4592245_1642075,Logan 1.0,BHET25,120,-0.03897794149816036,0.001306553736700801,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET12.5,8,-0.005499999853782356,0.01203111500616917,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET12.5,24,-0.006250000005820766,0.0019092311209029838,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET12.5,48,-0.005147058865986764,0.016919943828252168,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET12.5,72,-0.009936274611391127,0.0016847676264914104,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET12.5,96,-0.025700980331748724,0.008292582586993523,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET12.5,120,-0.014431372634135187,0.0046361315103899195,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET25,8,0.009147058910457417,0.004618837809429696,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET25,24,-0.010563725751126185,0.007558822759457528,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET25,48,-0.0143259804463014,0.004747631808866363,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET25,72,-0.02475490141659975,0.015685892182595362,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET25,96,-0.03637254936620593,0.004555631527487126,8
LG00035,BuzzingMirror,ERR4674853_86664,Logan 1.0,BHET25,120,-0.038348039612174034,0.0031171229783897706,8
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET12.5,8,-0.008258578382083215,0.01581338559767084,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET12.5,24,-0.01813725491228979,0.015039039320855617,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET12.5,48,-0.024435049388557673,0.026094807062121153,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET12.5,72,-0.028511029202491045,0.031032283866152977,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET12.5,96,-0.022975490290264133,0.02686246810794975,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET12.5,120,-0.01729901967337355,0.029866473135461372,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET25,8,0.007053921610349789,0.006469548382309084,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET25,24,-0.03450490173418075,0.026691648390955097,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET25,48,-0.04714338228222914,0.03978799937816073,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET25,72,-0.05884191259974614,0.047533263768438805,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET25,96,-0.056328431819565594,0.0473331744267665,16
LG00036,StripedKnowledge,ERR4801149_9489,Logan 1.0,BHET25,120,-0.058193628065055236,0.04313279505814446,16
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET12.5,8,-0.0026127452729269862,0.012104412718769988,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET12.5,24,-0.006720588076859713,0.0023569467315342992,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET12.5,48,-0.0019411765970289707,0.01867311529015185,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET12.5,72,-0.005607843020698056,0.0019004729085457903,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET12.5,96,-0.015990196319762617,0.011026867487560831,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET12.5,120,-0.01605392142664641,0.009568235275424395,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET25,8,0.01290196052286774,0.005269014098168012,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET25,24,-0.005911764863412827,0.014038491850163365,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET25,48,-0.009541666513541713,0.004334821622593007,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET25,72,-0.017465686411014758,0.01694684181195465,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET25,96,-0.021980391815304756,0.005377106575098262,8
LG00037,HonorableFarm,ERR4856268_964317,Logan 1.0,BHET25,120,-0.025122548802755773,0.006987751355843279,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET12.5,8,-0.00297058850992471,0.01212924508884787,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET12.5,24,-0.005794117518234998,0.0021187620137133206,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET12.5,48,0.000585784437134862,0.018632051522364423,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET12.5,72,-0.0038431372959166765,0.0017562826996397759,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET12.5,96,-0.013892160774048534,0.014365723734395212,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET12.5,120,-0.010308823606465012,0.00413255599840671,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET25,8,0.01367401983588934,0.00605299621172346,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET25,24,-0.004821078153327107,0.014775441094120934,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET25,48,-0.009553921583574265,0.002968199861756153,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET25,72,-0.018852940993383527,0.01680825969893262,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET25,96,-0.024664215743541718,0.001975530730072954,8
LG00038,FirsthandFarmer,ERR5947503_322,Logan 1.0,BHET25,120,-0.029931372264400125,0.0024331559704541994,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET12.5,8,-0.002578431332949549,0.0105108436814499,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET12.5,24,-0.005289215623633936,0.002867417874153891,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET12.5,48,-0.0006960784085094929,0.019072141512114157,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET12.5,72,-0.0045490197371691465,0.0014000446323786516,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET12.5,96,-0.014799019350903109,0.013949920443333213,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET12.5,120,-0.009328431508038193,0.002554266291682322,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET25,8,0.01302205870160833,0.006752572577429269,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET25,24,-0.005063725635409355,0.01446174871908912,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET25,48,-0.010862744995392859,0.004126733640317147,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET25,72,-0.01967892142420169,0.016532994642261396,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET25,96,-0.025750000262632966,0.0030230575793920335,8
LG00039,FoolhardyPollution,ERR6465722_199879,Logan 1.0,BHET25,120,-0.031328431563451886,0.0034111168400272345,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET12.5,8,-0.001100490044336766,0.00657260583045237,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET12.5,24,-0.007137255073757842,0.002959234861528436,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET12.5,48,-0.000284313689917326,0.01960182212009078,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET12.5,72,-0.0036421568947844207,0.005356615786183723,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET12.5,96,-0.011512255179695785,0.018196795190248312,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET12.5,120,-0.00705392166855745,0.00764539045786805,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET25,8,0.01231862767599523,0.006243355546327143,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET25,24,-0.006867646938189864,0.014247017507011569,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET25,48,-0.010627450843458064,0.006241509986790509,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET25,72,-0.01634313736576587,0.021803607120845045,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET25,96,-0.022428921307437122,0.007906525669721977,8
LG00040,MeanGovernment,ERR7127473_220403,Logan 1.0,BHET25,120,-0.02647058793809265,0.009261214381481581,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET12.5,8,-0.0001348039077129215,0.005008713630676783,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET12.5,24,-0.00613725499715656,0.001715402088682481,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET12.5,48,-0.0016495098825544119,0.01955494391770543,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET12.5,72,-0.010303921590093523,0.0017213791691126868,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET12.5,96,-0.021196077956119552,0.014171868424193585,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET12.5,120,-0.014289215789176524,0.002867992484078689,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET25,8,0.01236764685017988,0.006195260689774718,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET25,24,-0.008696078497450799,0.017680289509246022,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET25,48,-0.012475490104407072,0.004348443834771056,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET25,72,-0.022774509357986972,0.017670867288630765,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET25,96,-0.02774509834125638,0.0028305237588271636,8
LG00041,SubtleNobody,ERR7163074_457660,Logan 1.0,BHET25,120,-0.03375980397686362,0.0024837973244417415,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET12.5,8,-0.0038970587902440457,0.005869938056712781,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET12.5,24,-0.007340686221141368,0.004514696490412261,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET12.5,48,-0.004823529161512852,0.01964701952867387,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET12.5,72,-0.01660784299019724,0.0021735539052651874,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET12.5,96,-0.02570833347272128,0.013764272590850156,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET12.5,120,-0.01856372586917132,0.002666826259378783,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET25,8,0.00782598022124148,0.0065480751484331395,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET25,24,-0.014629901997977868,0.015903082968397687,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET25,48,-0.01757843152154237,0.0036792205262209717,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET25,72,-0.02858333312906325,0.016015939692760522,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET25,96,-0.036676470190286636,0.0029892060561349286,8
LG00042,JealousSpeed,ERR7672960_23882,Logan 1.0,BHET25,120,-0.040745098143815994,0.0016211111963400596,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET12.5,8,-0.007397058798233047,0.013286619994270192,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET12.5,24,-0.005426470714155585,0.001951567973316958,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET12.5,48,-0.005931372637860477,0.01597208478768944,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET12.5,72,-0.010112744988873601,0.001621441062643817,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET12.5,96,-0.024840686470270157,0.011156296434893563,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET12.5,120,-0.014333333354443312,0.002943752393118665,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET25,8,0.009122548945015296,0.004449798683379627,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET25,24,-0.008573529470595531,0.01302600059982609,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET25,48,-0.011450980193330906,0.009702172133470329,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET25,72,-0.022049019564292394,0.020697676337234346,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET25,96,-0.02842647023499012,0.00474018521771414,8
LG00043,UtterFinish,ERR8106065_1375561,Logan 1.0,BHET25,120,-0.03604411776177585,0.002874381957579657,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET12.5,8,-0.0073088231147266924,0.01358804237158773,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET12.5,24,-0.005107843317091465,0.0018030384698708097,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET12.5,48,-0.005857843207195401,0.017822433130415424,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET12.5,72,-0.010107843088917434,0.001240418748011366,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET12.5,96,-0.023549019708298147,0.011215744920441003,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET12.5,120,-0.019289215793833137,0.007230177748114705,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET25,8,0.010122548963408917,0.004548268061791773,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET25,24,-0.010049019649159163,0.012148867705276718,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET25,48,0.0030833332566544414,0.021438885685756484,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET25,72,-0.019769607184571214,0.019049303953825758,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET25,96,-0.026906862622126937,0.006823190027550107,8
LG00044,AlarmingBike,ERR868388_2138178,Logan 1.0,BHET25,120,-0.031960784224793315,0.006816829541718614,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET12.5,8,-0.005992647085804492,0.013445965202793897,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET12.5,24,-0.010877450928092003,0.0013232337365962786,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET12.5,48,-0.013735293759964406,0.019870860327837452,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET12.5,72,-0.02762254886329174,0.009873209722914214,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET12.5,96,-0.04757843166589737,0.0014686257361924099,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET12.5,120,-0.061107843182981014,0.027271834263019813,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET25,8,0.019598039565607905,0.004081917850596735,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET25,24,0.019906862755306065,0.017614435275706424,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET25,48,0.017411764827556908,0.00756870011752004,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET25,72,0.018272059032824473,0.020110767374256048,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET25,96,0.022122549125924706,0.0032621788928643997,8
LG00045,VagueMeal,ERR868484_4384,Logan 1.0,BHET25,120,0.016348039149306715,0.00872351528434052,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET12.5,8,-0.006132352922577411,0.013525326301719846,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET12.5,24,-0.007200980471679941,0.0021333515706723717,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET12.5,48,-0.0031004900811240077,0.01856218097887182,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET12.5,72,-0.007034313777694479,0.002041039512759959,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET12.5,96,-0.019862745073623955,0.01496069812356684,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET12.5,120,-0.01895343151409179,0.009666140873803488,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET25,8,0.012794117676094174,0.0063685445264813146,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET25,24,-0.008823529395158403,0.014508804638838288,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET25,48,-0.010732842958532274,0.004295312603515381,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET25,72,-0.01821078432840295,0.017976250303859416,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET25,96,-0.02377941203303635,0.005551159546852632,8
LG00046,UnrealisticLadder,ERR9287623_1288104,Logan 1.0,BHET25,120,-0.029970588628202677,0.006282619305750399,8
LG00047,BusyBottom,ERR9698294_3076,Logan 1.0,BHET12.5,8,-0.006500000017695129,0.014018038833349818,8
LG00047,BusyBottom,ERR9698294_3076,Logan 1.0,BHET12.5,24,-0.006325980182737112,0.0033897826571003477,8
